anon_id,dataset,image_id,pred_id,matched_gt_class,matched_gt_area_px2,matched_gt_size_bin,matched_gt_aspect_ratio,matched_gt_ar_bin,formal_ar21_eligible,formal_stratum,formal_geometry_source,formal_class_source,locator_geometry_source,source_image_path,source_image_sha256,image_width,image_height,locator_cx,locator_cy,locator_box_xmin,locator_box_ymin,locator_box_xmax,locator_box_ymax,crop_xmin,crop_ymin,crop_xmax,crop_ymax,crop_relpath,crop_sha256,source_record_path,source_record_sha256,source_record_line,sampling_seed,sampling_rank
e311483df06e7d2a,SODA-A,00967__800__600___600,335,small-vehicle,254.8723,small,2.418968,ar>=2.1,True,small-vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/00967__800__600___600.jpg,413c268c4f5a9372a31ededdd5f220d3dfb67b705947d2d84c2fad6623905d0e,800,800,371.0,308.09,347.0,284.09,395.0,332.09,323,260,420,357,crops/e311483df06e7d2a.jpg,1373d26f23b2b083d882cbb50ac7ecc58b28c911ef4dcbd7b27a1fcd6bc6adfc,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,289197,20460718,352
4f409942e6e78ef1,FAIR1M-v1.0,5879__1024__2976___824,0,A330,13246.5567,large,1.066475,ar<1.6,False,A330|large|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/5879__1024__2976___824.png,d2187db54471c49df73180190bb5cdca8443ad4907052fa985510a4f8c0ac008,1024,1024,728.51,83.42,665.49,20.39,791.54,146.44,625,0,832,187,crops/4f409942e6e78ef1.jpg,49ad24aaf0f35e9aa7c920e4103975c30d099f92b1a57f555f2ebfe5d789de0a,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,38888,20360715,253
5194bfa04a6202a4,SODA-A,02090__800__3000___1800,4,airplane,433.9543,small,1.207138,ar<1.6,False,airplane|small|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/02090__800__3000___1800.jpg,f9c536bcf801d7d866470dc4265e8e8bf97abefeaac790ae933c068970482429,800,800,436.92,106.25,412.92,82.25,460.92,130.25,388,58,485,155,crops/5194bfa04a6202a4.jpg,bde5e7ef9f044073c997540f2823582fdaf3f2a107f309b828eac7a89b8db68a,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,285139,20460718,18
1de55bc77d620236,SODA-A,01044__800__1800___1800,66,small-vehicle,148.1836,small,2.339297,ar>=2.1,True,small-vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/01044__800__1800___1800.jpg,00142c3672ad2dfcd0b960d66d607aa711158ebe867f9d92181e7ff190d98bfa,800,800,723.88,449.52,699.88,425.52,747.88,473.52,675,401,772,498,crops/1de55bc77d620236.jpg,2af272b1759c0bd3593f235117478c02f2ae426d12b2d2138489ee5f1a5341df,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,194364,20460718,147
723c03c38b33af82,FAIR1M-v1.0,8129__1024__0___0,8,Tennis Court,365.7825,small,2.251429,ar>=2.1,True,Tennis Court|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/8129__1024__0___0.png,11d9aa5fdf57be9ae54750ce585f6d2d471bf9bc9b3ac5d2c7da93a605cab277,1024,1024,457.63,125.77,433.63,101.77,481.63,149.77,409,77,506,174,crops/723c03c38b33af82.jpg,95cb63011a3b4871d3e6375874572ba40d56432bfff0916f9908519b17989837,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,50990,20360715,79
0cace1b3fad0745d,FAIR1M-v1.0,8593__1024__0___0,101,Small Car,120.3025,small,1.771186,1.6<=ar<2.1,False,Small Car|small|1.6<=ar<2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/8593__1024__0___0.png,3b33f8fb2abc5a22bb54fc5d7ac753bf034d116428a1a268a79deeb04789cde6,1024,1024,334.05,168.95,310.05,144.95,358.05,192.95,286,120,383,217,crops/0cace1b3fad0745d.jpg,2be37082b3912764ea2078d00764fe110dc7354b8ed1f55200976455497343d7,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,37938,20360715,351
a3c5251924922cf5,DIOR-R,16742,38,ship,481.0,small,2.846154,ar>=2.1,True,ship|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/16742.jpg,08634c9abe44344ea32a9e029dbff3c2cd98a7fb8e8d58306fb6105350809944,800,800,282.91,361.89,258.91,337.89,306.91,385.89,234,313,331,410,crops/a3c5251924922cf5.jpg,d1a89cd0f9ac6e8498aac56f03d58012b8c404a3307a5f872e1e8aed2a8e47fe,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,34564,20260712,188
288f51ddbddbf5a7,DIOR-R,21380,7,stadium,104832.0,large,1.263889,ar<1.6,False,stadium|large|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/21380.jpg,c77262745ba3efd55aff94930584edbb68fae741c572e211acc727059400f96d,800,800,186.27,406.72,0.0,214.54,378.45,598.91,0,92,501,722,crops/288f51ddbddbf5a7.jpg,347aae210f1c0acb3240443fb8bc04d12f53ae175b2513c92bc42f5c2566d20f,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,30055,20260712,437
f32d82fc6178eefd,FAIR1M-v1.0,15863__1024__0___0,13,Van,132.0,small,3.666667,ar>=2.1,True,Van|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/15863__1024__0___0.png,76b3210fd73a5f29c673645573d7cf52cb5fed68c5a28b41c01da2306b3c0795,1024,1024,308.43,489.2,284.43,465.2,332.43,513.2,260,441,357,538,crops/f32d82fc6178eefd.jpg,5f366bcb2dd488cc4c30bac073ef2dbb393f1efa69d5ffdafb8e2fd64f686392,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,50515,20360715,339
eaf48c88ebfb165a,SODA-A,00226__800__3600___1200,64,container,601.0462,small,4.395289,ar>=2.1,True,container|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/00226__800__3600___1200.jpg,90ffb6a5d617b417edc821d24985de99d623cdc0397387ad4ec4fb2669e3c38d,800,800,665.82,358.77,638.22,331.16,693.43,386.37,617,310,714,407,crops/eaf48c88ebfb165a.jpg,fe1dfd4e2c842e1edd4a5913eaf64020aadc20ad51710800dee916052d882320,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,199741,20460718,263
5fd9d7cd9c127c6d,DIOR-R,22785,8,storagetank,837.0,small,1.148148,ar<1.6,False,storagetank|small|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/22785.jpg,41d8ad89a7d5c099b53f0c73aa018c29a880b7a99d482f6707cda20b490050c5,800,800,288.83,324.29,264.83,300.29,312.83,348.29,240,276,337,373,crops/5fd9d7cd9c127c6d.jpg,3846b13137de2ed4ba247c8c0857546bda80c405289555ecbfb062967220be54,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2958,20260712,356
33a321411f60ec65,FAIR1M-v1.0,7030__1024__0___0,4,Van,122.0,small,2.0,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/7030__1024__0___0.png,e86587c7c83065e6395a49ecf5c0f5846fe1ea336bd3fd3be6472ed8553b23d1,1024,1024,195.54,128.6,171.54,104.6,219.54,152.6,147,80,244,177,crops/33a321411f60ec65.jpg,f614b4796b888b8d1b18c53a3545363349faafb905a1a5bd2cdea8a9d8830958,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,4892,20360715,65
a8bb8cd356785bbc,SODA-A,02512__800__3600___1200,52,container,228.535,small,4.631965,ar>=2.1,True,container|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/02512__800__3600___1200.jpg,628b8ba45bb3d5327c09ca90550e1f7012a70530df9f994be2934239a71b217c,800,800,62.23,156.11,38.23,132.11,86.23,180.11,14,108,111,205,crops/a8bb8cd356785bbc.jpg,28b7a25ac1952789f06bcb5782898bb503db73279559023357ab06891e34ecb2,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,75157,20460718,92
07162e17e6c3507f,DIOR-R,18126,40,storagetank,418.0,small,1.157895,ar<1.6,False,storagetank|small|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/18126.jpg,432ac7a3ad9e924034e498b47a3723abc9ae03162326267f6cadcd06a997aafe,800,800,105.78,605.83,81.78,581.83,129.78,629.83,57,557,154,654,crops/07162e17e6c3507f.jpg,30bb7171488115a8e4546073f82bf8b64f4bf4db1e5ae961c8c666cbb45b9b2e,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,23780,20260712,462
3221770800266275,DIOR-R,16638,34,ship,1044.9996,medium,2.894737,ar>=2.1,True,ship|medium|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/16638.jpg,89e83b181d067eb1d76515f7bb35dfb3cdfa12da3ec101881cbfc3a2c05f2d32,800,800,742.92,316.05,711.26,284.39,774.59,347.72,691,264,795,368,crops/3221770800266275.jpg,85e16895e916865053c707f7666e0ce1494fce21e5939154f0a8209b9deda8dc,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,57204,20260712,130
4a9947d785108f07,FAIR1M-v1.0,5920__1024__0___0,30,Engineering Ship,1128.584,medium,3.053763,ar>=2.1,True,Engineering Ship|medium|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/5920__1024__0___0.png,878bc2731d52f0d889b07c5138c5b845032ff7dbb11c64d21d341c2916fad849,1024,1024,653.29,697.18,619.17,663.06,687.41,731.3,597,641,710,754,crops/4a9947d785108f07.jpg,dd136465c72c63527e8fe545164368aced30d8a721b75d8be0282aadbe5e1122,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,27053,20360715,321
f2c8a4b09c851efe,FAIR1M-v1.0,1831__1024__0___0,1,other-airplane,2498.2158,medium,2.328508,ar>=2.1,True,other-airplane|medium|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/fair1m1.0/split/val_20/images/1831__1024__0___0.png,0ee794b78f29f7663f4ce8297c0ecbaae27f0cdaa8dc3bbbdd099f11d48e2853,1024,1024,461.36,277.73,424.95,241.31,497.78,314.14,401,218,521,338,crops/f2c8a4b09c851efe.jpg,9426ac6a7469d008849706852ed5fc270c74b0d3d6325c8c0515394e8224b01e,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/D/matched_fullval.jsonl,fe2c0b3690e12793f898c0c7a5ce100806567e39f4b3671e9b1e2af5fb8c3bbf,44397,20360715,266
feb5caf3d3e64867,DIOR-R,15607,10,airplane,9600.9988,large,1.041246,ar<1.6,False,airplane|large|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/15607.jpg,94deb882b90f4f77cfd8d241afada62a1295947455eb5b4b0c1846d6669a1c0f,800,800,691.62,105.31,636.05,49.74,747.19,160.88,600,14,783,197,crops/feb5caf3d3e64867.jpg,7f6d69a263374646b2c82c41e158cf685b1bbfff580ffac05d501859d7e02cd8,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,52292,20260712,340
c9233d68e261e3b4,SODA-A,00283__800__1200___1974,384,small-vehicle,148.8315,small,2.106652,ar>=2.1,True,small-vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/00283__800__1200___1974.jpg,6282e494de138b5711ac72c71b0d3df8ef2644a5538a40ef25320e4807569395,800,800,185.18,173.84,161.18,149.84,209.18,197.84,137,125,234,222,crops/c9233d68e261e3b4.jpg,d56967f3ca93331ec2e6b7d1eb4e965b7f5e449a6d7ce1d453d71717eb610768,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,91071,20460718,455
b63fcacbf4d7618a,SODA-A,00231__800__0___600,177,small-vehicle,66.2312,small,2.435835,ar>=2.1,True,small-vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/00231__800__0___600.jpg,d71852a36b47b92632c30f4fa02a05b4037b66d1688a6cba262dd543026cf6bc,800,800,750.96,602.53,726.96,578.53,774.96,626.53,702,554,799,651,crops/b63fcacbf4d7618a.jpg,695f50d096f9436689c5fcfcb134524ff0268642df8214e4c8e5465d941573c4,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,26806,20460718,29
02228204dc184fe1,SODA-A,01693__800__2400___1200,64,container,555.063,small,5.18405,ar>=2.1,True,container|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/SODA-A/dota_format_tiled_ss/val_tiled/images/01693__800__2400___1200.jpg,553442d829f26f53b8cd8b0902596bf8e06437208b8a9927b00d2fc44b76aadc,800,800,726.76,47.88,696.07,17.18,757.46,78.57,676,0,777,99,crops/02228204dc184fe1.jpg,aad290bf94ec3382715b94817f12783a00e7e73e482eabd8ad902a2490195762,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/E/matched_fullval.jsonl,337470223fae218aa2969ae8f974a447e6666d22f02830a7a933ea3dadbd72c9,133706,20460718,441
7c0ce9f37923b317,DIOR-R,17572,43,vehicle,78.0,small,2.166667,ar>=2.1,True,vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/17572.jpg,b9daa490befb68be54a772cd3965efb62911080740c9080f1bd50ab6b4392121,800,800,519.16,580.88,495.16,556.88,543.16,604.88,471,532,568,629,crops/7c0ce9f37923b317.jpg,94814f5a98b9ab562662487e1ae970c57833955f29ce904756889b08978d9a41,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,54830,20260712,153
