cell,dataset,detector,score,result_role,risk_event,mask_definition,aspect_ratio_source,eligible_instance_definition,ar_threshold,alpha,delta,family_id,candidate_index,target_coverage,threshold,threshold_source,fit_instances,fit_realized_instance_coverage,fixed_sequence_state,certified,selected,calib_mean_image_risk,risk_ucb_calib,hb_pvalue_calib,calib_nonempty_image_prop,calib_mean_instance_cov,calib_realized_instance_coverage,calib_images,calib_eligible_instances,calib_retained,mean_image_risk_audit,nonempty_image_prop,mean_instance_cov,median_instance_cov,audit_realized_instance_coverage,audit_images,audit_eligible_instances,audit_retained,empirical_instance_risk_audit,empirical_instance_risk_cluster_ci_lo,empirical_instance_risk_cluster_ci_hi,audit_used_for_selection,formal_guarantee_unit,protocol_sha256,matched_sha256,universe_id_sha256,risk_event_curve_sha256,note,human_noise_interpretation
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,0,0.1,0.9775531411170959,D_cal-fit_only,11148,0.10001794043774669,CERTIFIED,True,False,0.0,0.0007664677376109661,1.270535241802338e-67,0.11721611721611722,0.064246432149447,0.08601098653021295,3003,13289,1143,0.0,0.12661016949152543,0.07267278865071691,0.0,0.09247955316177937,5900,25065,2318,0.0,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,1,0.2,0.9465573310852051,D_cal-fit_only,11148,0.20003588087549337,CERTIFIED,True,False,0.0,0.0007664677376109661,1.270535241802338e-67,0.16883116883116883,0.10615748941654617,0.18534125968846415,3003,13289,2463,1.1299435028248587e-05,0.17915254237288136,0.11425249348745545,0.0,0.19074406542988231,5900,25065,4781,0.00020916126333403055,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,2,0.3,0.9071020662784577,D_cal-fit_only,11148,0.30005382131324004,CERTIFIED,True,False,3.7840946931856023e-06,0.0007904499730149732,1.4322031182358288e-67,0.1968031968031968,0.1316624283303982,0.29550756264579725,3003,13289,3927,0.000175544794188862,0.20610169491525424,0.14207419065285737,0.0,0.29846399361659687,5900,25065,7481,0.0002673439379762064,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,3,0.4,0.8462442278861999,D_cal-fit_only,11148,0.3999820595622533,CERTIFIED,True,False,7.197302620326199e-06,0.0008076123736107668,1.5735824082776297e-67,0.2271062271062271,0.15923670788837652,0.4071036195349537,3003,13289,5410,0.00018084183091189942,0.23152542372881357,0.16838840251474127,0.0,0.4041093157789747,5900,25065,10129,0.0003949057162602429,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,4,0.5,0.7414065301418304,D_cal-fit_only,11148,0.5,CERTIFIED,True,False,1.2979607568025684e-05,0.0008334277555058229,1.826188366644925e-67,0.26573426573426573,0.19771218403532329,0.5220106855293852,3003,13289,6937,0.0006895980692318951,0.2628813559322034,0.2007942324132713,0.0,0.4991422302014762,5900,25065,12511,0.0006394372951802414,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,5,0.6,0.5930420160293579,D_cal-fit_only,11148,0.6000179404377467,CERTIFIED,True,False,0.0028838979370744097,0.0054306438085002795,6.063203252077422e-53,0.32134532134532134,0.25016154254546796,0.6366167506960644,3003,13289,8460,0.0024596208582245106,0.3157627118644068,0.24931665175622084,0.0,0.5927388789148215,5900,25065,14857,0.0019519418455946692,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,6,0.7,0.44360528588294984,D_cal-fit_only,11148,0.69994617868676,CERTIFIED,True,False,0.005592684456531325,0.008737094312820382,2.4915359217871364e-44,0.3812853812853813,0.31250593676639615,0.7304537587478366,3003,13289,9707,0.00478270096699265,0.37389830508474575,0.30632938965411755,0.0,0.6904448434071414,5900,25065,17306,0.0030047382410724605,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,7,0.8,0.3130104184150696,D_cal-fit_only,11148,0.7999641191245066,CERTIFIED,True,False,0.00566284559866074,0.009125680520900958,8.578076860804692e-44,0.4532134532134532,0.38612768925122654,0.8196252539694484,3003,13289,10892,0.005525008078408604,0.44016949152542373,0.37450524737933816,0.0,0.7957310991422302,5900,25065,19945,0.0035597894209074958,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,8,0.9,0.18289970308542253,D_cal-fit_only,11148,0.8999820595622533,CERTIFIED,True,False,0.008079748019474102,0.01190608037529334,2.216153313422034e-37,0.5367965367965368,0.487758241553461,0.9121077582963353,3003,13289,12121,0.008562524724331017,0.5272881355932203,0.4776220209590538,0.5,0.9045282266108119,5900,25065,22672,0.00568983768525053,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,0.1,A|detection_score|geometry_normalized_severe|alpha=0.05,9,1.0,0.050029996782541275,D_cal-fit_only,11148,1.0,CERTIFIED,True,True,0.011008016436346016,0.015381669921814835,6.993534424089459e-31,0.5974025974025974,0.5974025974025974,1.0,3003,13289,13289,0.01207698033432976,0.5922033898305085,0.5922033898305085,1.0,1.0,5900,25065,25065,0.008378216636744464,0.0069121419988306945,0.010020163338948663,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,0.1,A|detection_score|geometry_normalized_severe|alpha=0.1,0,0.1,0.9775531411170959,D_cal-fit_only,11148,0.10001794043774669,CERTIFIED,True,False,0.0,0.0007664677376109661,3.892744329696262e-138,0.11721611721611722,0.064246432149447,0.08601098653021295,3003,13289,1143,0.0,0.12661016949152543,0.07267278865071691,0.0,0.09247955316177937,5900,25065,2318,0.0,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
A,DIOR-R,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,0.1,A|detection_score|geometry_normalized_severe|alpha=0.1,1,0.2,0.9465573310852051,D_cal-fit_only,11148,0.20003588087549337,CERTIFIED,True,False,0.0,0.0007664677376109661,3.892744329696262e-138,0.16883116883116883,0.10615748941654617,0.18534125968846415,3003,13289,2463,1.1299435028248587e-05,0.17915254237288136,0.11425249348745545,0.0,0.19074406542988231,5900,25065,4781,0.00020916126333403055,,,False,complete_evaluation_image,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,2291ba32cf0e9826e9aaae8db04550f5393d9827c1ea1a281f2f4efabd14b522,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,primary image-level HB LTT,geometry-normalized event remains primary; 1.5-2deg mean budgets are label-noise-aware; human disagreement is not a correction term
