source_kind,is_proxy,dataset,group_type,group_value,subset_definition,n_pairs,mean_circ_disagree_deg,median_circ_disagree_deg,p90_circ_disagree_deg,p95_circ_disagree_deg,P_gt5,P_gt10,status
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,class,stadium,matched_gt_class=stadium,4,2.1081,2.1784,2.893,2.9874,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,class,tenniscourt,matched_gt_class=tenniscourt,15,1.3556,1.2968,2.4627,2.7698,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,class,trainstation,matched_gt_class=trainstation,1,1.4925,1.4925,1.4925,1.4925,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,class,vehicle,matched_gt_class=vehicle,27,2.3727,1.9221,4.173,6.2098,0.074074,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,size,large,matched_gt_size_bin=large,15,1.1388,0.7785,1.8803,2.8812,0.066667,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,size,medium,matched_gt_size_bin=medium,47,1.2847,1.0543,2.4527,2.9914,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,size,small,matched_gt_size_bin=small,60,2.1097,1.6772,4.3594,6.0252,0.066667,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,ar_bin,1.6<=ar<2.1,matched_gt_ar_bin=1.6<=ar<2.1,14,2.1558,1.9809,3.5712,4.1689,0.071429,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,ar_bin,ar<1.6,matched_gt_ar_bin=ar<1.6,16,1.2063,0.8976,2.528,2.7232,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,DIOR-R,ar_bin,ar>=2.1,matched_gt_ar_bin=ar>=2.1,92,1.68,1.1347,3.7787,4.6456,0.043478,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,dataset,all,all independently double-labeled usable instances,169,2.0655,1.6805,4.3297,5.4238,0.076923,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,ar_main,ar>=2.1,matched_GT_aspect_ratio>=2.1,97,2.0372,1.4522,4.2153,5.3921,0.082474,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,A220,matched_gt_class=A220,2,1.3785,1.3785,1.6942,1.7336,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,A321,matched_gt_class=A321,1,0.224,0.224,0.224,0.224,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,A330,matched_gt_class=A330,1,1.3853,1.3853,1.3853,1.3853,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,A350,matched_gt_class=A350,1,1.7347,1.7347,1.7347,1.7347,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Basketball Court,matched_gt_class=Basketball Court,2,1.4657,1.4657,1.5235,1.5308,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Boeing737,matched_gt_class=Boeing737,1,2.0213,2.0213,2.0213,2.0213,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Boeing787,matched_gt_class=Boeing787,3,2.5763,2.4813,2.7931,2.8321,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Bus,matched_gt_class=Bus,2,0.8071,0.8071,1.3232,1.3877,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Cargo Truck,matched_gt_class=Cargo Truck,2,1.0499,1.0499,1.1354,1.1461,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Dry Cargo Ship,matched_gt_class=Dry Cargo Ship,3,0.8133,1.0576,1.1256,1.1341,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Dump Truck,matched_gt_class=Dump Truck,8,1.9023,1.3957,3.8804,4.9218,0.125,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Engineering Ship,matched_gt_class=Engineering Ship,1,4.0911,4.0911,4.0911,4.0911,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Excavator,matched_gt_class=Excavator,1,0.1849,0.1849,0.1849,0.1849,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Fishing Boat,matched_gt_class=Fishing Boat,2,1.4565,1.4565,1.7376,1.7727,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Football Field,matched_gt_class=Football Field,1,0.2049,0.2049,0.2049,0.2049,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Liquid Cargo Ship,matched_gt_class=Liquid Cargo Ship,1,0.1896,0.1896,0.1896,0.1896,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Motorboat,matched_gt_class=Motorboat,5,1.4544,0.7462,3.1005,3.2335,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Passenger Ship,matched_gt_class=Passenger Ship,1,0.2468,0.2468,0.2468,0.2468,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Small Car,matched_gt_class=Small Car,64,2.3178,1.8249,5.1633,6.2046,0.125,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Tennis Court,matched_gt_class=Tennis Court,3,1.0369,1.4471,1.6042,1.6238,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Tugboat,matched_gt_class=Tugboat,1,1.0877,1.0877,1.0877,1.0877,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Van,matched_gt_class=Van,57,2.3521,2.1824,4.4157,5.3576,0.070175,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,Warship,matched_gt_class=Warship,1,2.0384,2.0384,2.0384,2.0384,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,other-airplane,matched_gt_class=other-airplane,3,1.2073,1.2438,1.3579,1.3722,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,class,other-ship,matched_gt_class=other-ship,2,0.776,0.776,1.1308,1.1751,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,size,large,matched_gt_size_bin=large,7,1.0915,1.1425,2.1893,2.5302,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,size,medium,matched_gt_size_bin=medium,18,1.2959,1.1658,2.4081,2.7228,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,size,small,matched_gt_size_bin=small,144,2.2091,1.8321,4.7664,5.552,0.090278,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,ar_bin,1.6<=ar<2.1,matched_gt_ar_bin=1.6<=ar<2.1,52,2.258,1.806,4.7979,5.8345,0.096154,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,ar_bin,ar<1.6,matched_gt_ar_bin=ar<1.6,20,1.7024,1.5442,3.8221,3.8425,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,FAIR1M-v1.0,ar_bin,ar>=2.1,matched_gt_ar_bin=ar>=2.1,97,2.0372,1.4522,4.2153,5.3921,0.082474,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,dataset,all,all independently double-labeled usable instances,159,3.0623,2.0374,5.152,8.02,0.113208,0.025157,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,ar_main,ar>=2.1,matched_GT_aspect_ratio>=2.1,119,2.9476,1.9412,4.355,6.3449,0.07563,0.016807,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,airplane,matched_gt_class=airplane,6,15.4715,2.1419,43.5649,63.893,0.166667,0.166667,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,container,matched_gt_class=container,25,1.7671,1.7616,2.8686,3.1743,0.04,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,large-vehicle,matched_gt_class=large-vehicle,2,2.1058,2.1058,3.3977,3.5592,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,ship,matched_gt_class=ship,19,2.7396,2.0094,5.2735,8.7151,0.105263,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,small-vehicle,matched_gt_class=small-vehicle,105,2.7812,2.2475,5.2684,7.843,0.133333,0.028571,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,class,swimming-pool,matched_gt_class=swimming-pool,2,0.8061,0.8061,0.9219,0.9364,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,size,medium,matched_gt_size_bin=medium,2,0.9546,0.9546,1.1891,1.2184,0.0,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,size,small,matched_gt_size_bin=small,157,3.0892,2.0509,5.168,8.0939,0.11465,0.025478,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,ar_bin,1.6<=ar<2.1,matched_gt_ar_bin=1.6<=ar<2.1,33,3.6235,2.467,9.0224,9.9801,0.242424,0.060606,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,ar_bin,ar<1.6,matched_gt_ar_bin=ar<1.6,7,2.3672,2.2611,3.7996,4.4678,0.142857,0.0,COMPLETE
HUMAN_INDEPENDENT_DOUBLE_ANNOTATION,False,SODA-A,ar_bin,ar>=2.1,matched_gt_ar_bin=ar>=2.1,119,2.9476,1.9412,4.355,6.3449,0.07563,0.016807,COMPLETE
